FIPS Code,Geographic Area,AIGE
34035,Somerset County,1.84463
34037,Sussex County,0.158843
34039,Union County,0.9524964
34041,Warren County,1.074709
35000,New Mexico,0.9067282
35001,Bernalillo County,0.9883687
35003,Catron County,1.596555
35005,Chaves County,0.3223734
35006,Cibola County,0.7925297
35007,Colfax County,-1.227419
35009,Curry County,-0.3509475
35011,De Baca County,-2.96643
35013,Doña Ana County,0.3700291
35015,Eddy County,-0.8729804
35017,Grant County,-0.3498861
35019,Guadalupe County,-1.695645
35021,Harding County,-3.617044
35023,Hidalgo County,-1.236719
35025,Lea County,-1.541441
35027,Lincoln County,-1.393019
35028,Los Alamos County,1.471379
35029,Luna County,-1.003625
35031,McKinley County,1.224258
35033,Mora County,1.624342
35035,Otero County,-0.2941941
35037,Quay County,-1.695871
35039,Rio Arriba County,0.0268563
35041,Roosevelt County,-1.254093
35043,Sandoval County,1.379215
35045,San Juan County,-0.4208919
35047,San Miguel County,1.559104
35049,Santa Fe County,0.3487642
35051,Sierra County,0.5813355
35053,Socorro County,0.2800466
35055,Taos County,-0.3731078
35057,Torrance County,-0.4991556
35059,Union County,-1.113143
35061,Valencia County,0.3292538
36000,New York,1.495785
36001,Albany County,1.776388
36003,Allegany County,1.036726
36005,Bronx County,1.719836
36007,Broome County,0.8343263
36009,Cattaraugus County,0.8365313
36011,Cayuga County,0.5599989
36013,Chautauqua County,0.5408338
36015,Chemung County,-0.2997629
36017,Chenango County,-0.213108
36019,Clinton County,0.7235957
36021,Columbia County,-0.1866593
36023,Cortland County,-0.2474734
36025,Delaware County,0.0919739
36027,Dutchess County,1.207189
36029,Erie County,1.309304
36031,Essex County,0.1704043
36033,Franklin County,1.4597
36035,Fulton County,1.09534
36037,Genesee County,0.6381077
36039,Greene County,0.0408174
36041,Hamilton County,-1.111482
36043,Herkimer County,0.6298192
36045,Jefferson County,1.053464
36047,Kings County,1.547193
36049,Lewis County,0.674904
36051,Livingston County,0.1378554
36053,Madison County,-0.5321351
36055,Monroe County,1.543103
36057,Montgomery County,0.9491154
36059,Nassau County,1.306539
36061,New York County,2.207749
36063,Niagara County,0.6118563
36065,Oneida County,1.243595
36067,Onondaga County,1.118975
36069,Ontario County,0.6340749
36071,Orange County,1.027574
36073,Orleans County,0.8030286
36075,Oswego County,0.7592489
36077,Otsego County,0.6802959
36079,Putnam County,0.1129274
36081,Queens County,0.8583537
36083,Rensselaer County,1.102483
36085,Richmond County,1.060735
36087,Rockland County,1.143039
36089,St. Lawrence County,1.128888
36091,Saratoga County,0.2133433
36093,Schenectady County,0.8448889
36095,Schoharie County,0.821717
36097,Schuyler County,-1.129428
36099,Seneca County,-0.2075668
36101,Steuben County,1.47324
36103,Suffolk County,0.8620479
36105,Sullivan County,1.088626
36107,Tioga County,0.9496377
36109,Tompkins County,1.044104
36111,Ulster County,0.6563448
36113,Warren County,0.3429699
36115,Washington County,-0.7148882
36117,Wayne County,1.059522
36119,Westchester County,1.142938
36121,Wyoming County,1.434488
36123,Yates County,-1.224932
37000,North Carolina,0.737784
37001,Alamance County,-0.6217759
37003,Alexander County,0.7599325
37005,Alleghany County,-0.4121615
37007,Anson County,-0.4020908
37009,Ashe County,1.175677
37011,Avery County,-0.5998318
37013,Beaufort County,-0.0901621
37015,Bertie County,-0.2342352
37017,Bladen County,-2.516744
37019,Brunswick County,-0.8240854
37021,Buncombe County,0.3387674
37023,Burke County,-0.2283636
37025,Cabarrus County,0.1753862
37027,Caldwell County,0.8698047
37029,Camden County,-1.979928
37031,Carteret County,-0.6988996
37033,Caswell County,1.089518
37035,Catawba County,0.0897645
37037,Chatham County,-0.0705954
37039,Cherokee County,-0.0849225
37041,Chowan County,-0.0706367
37043,Clay County,0.196499
37045,Cleveland County,0.204109
37047,Columbus County,0.4215014
37049,Craven County,0.557133
37051,Cumberland County,0.2378377
37053,Currituck County,-0.3024246
37055,Dare County,-1.607141
37057,Davidson County,-1.07722
37059,Davie County,0.5420153
37061,Duplin County,-3.043036
37063,Durham County,1.553184
37065,Edgecombe County,0.3029365
37067,Forsyth County,0.8649819
37069,Franklin County,-0.4165701
37071,Gaston County,-0.6461952
37073,Gates County,2.224308
37075,Graham County,-0.1929086
37077,Granville County,-0.9160895
37079,Greene County,-0.6486601
37081,Guilford County,0.2688014
37083,Halifax County,0.0032526
37085,Harnett County,0.1736962
37087,Haywood County,-0.2625377
37089,Henderson County,-0.1321889
37091,Hertford County,0.5794476
37093,Hoke County,-0.1936069
37095,Hyde County,1.258722
37097,Iredell County,-0.4371137
37099,Jackson County,-0.6269118
37101,Johnston County,-0.3135903
37103,Jones County,-2.179946
37105,Lee County,0.1583739
37107,Lenoir County,-0.1941627
37109,Lincoln County,-0.169987
37111,McDowell County,-0.0224806
37113,Macon County,-0.3759997
37115,Madison County,0.4310794
37117,Martin County,1.630332
37119,Mecklenburg County,0.9888068
37121,Mitchell County,1.150269
37123,Montgomery County,-1.813126
37125,Moore County,0.1040792
37127,Nash County,-0.2706023
37129,New Hanover County,0.1449302
37131,Northampton County,-2.022915
37133,Onslow County,-0.1874159
37135,Orange County,1.003948
37137,Pamlico County,0.611318
37139,Pasquotank County,-0.187605
37141,Pender County,-0.9518914
37143,Perquimans County,1.557545
37145,Person County,1.045172
37147,Pitt County,-0.0287307
37149,Polk County,-0.1313035
37151,Randolph County,-0.3554813
37153,Richmond County,-0.5116749
37155,Robeson County,0.4382734
37157,Rockingham County,-0.2885241
37159,Rowan County,0.0449638
37161,Rutherford County,-0.1178116
37163,Sampson County,-1.146077
37165,Scotland County,0.4694594
37167,Stanly County,-0.1407531
37169,Stokes County,-1.867985
37171,Surry County,0.0945768
37173,Swain County,-0.5688083
37175,Transylvania County,-0.2003811
37177,Tyrrell County,3.345985
37179,Union County,-0.1987597
37181,Vance County,0.6783912
37183,Wake County,1.231514
37185,Warren County,0.1596991
37187,Washington County,1.569554
37189,Watauga County,-0.6562041
37191,Wayne County,0.1013543
37193,Wilkes County,0.0421349
37195,Wilson County,0.4367777
37197,Yadkin County,0.0230777
37199,Yancey County,-1.337333
38000,North Dakota,0.5213218
38001,Adams County,-0.7960379
38003,Barnes County,0.4927672
38005,Benson County,2.693348
38007,Billings County,1.268155
38009,Bottineau County,-1.24957
38011,Bowman County,0.5504352
38013,Burke County,-0.4378007
38015,Burleigh County,0.2684921
38017,Cass County,0.6683464
38019,Cavalier County,-2.110854
38021,Dickey County,-0.2573042
38023,Divide County,-2.315059
38025,Dunn County,-0.5890199
38027,Eddy County,-0.4624721
38029,Emmons County,-0.516779
38031,Foster County,-0.5107794
38033,Golden Valley County,0.2128841
38035,Grand Forks County,0.1760474
38037,Grant County,-1.957587
38039,Griggs County,-3.252316
38041,Hettinger County,0.9042864
38043,Kidder County,-2.420446
38045,LaMoure County,1.595811
38047,Logan County,0.7314255
38049,McHenry County,1.721971
38051,McIntosh County,-2.119534
38053,McKenzie County,-1.730729
38055,McLean County,1.761066
38057,Mercer County,-1.148861
38059,Morton County,-0.1417694
38061,Mountrail County,-1.412776
38063,Nelson County,-1.504243
38065,Oliver County,-3.617044
38067,Pembina County,-1.436744
38069,Pierce County,-1.179219
38071,Ramsey County,-0.6481674
38073,Ransom County,0.7659271
38075,Renville County,-0.2025179
38077,Richland County,0.2760759
38079,Rolette County,2.281187
38081,Sargent County,-1.654536
38083,Sheridan County,2.372382
38085,Sioux County,2.526535
38087,Slope County,0.3938733
38089,Stark County,-0.8070489
38091,Steele County,-2.726156
38093,Stutsman County,-0.6662157
38095,Towner County,0.2132688
38097,Traill County,-1.444765
38099,Walsh County,1.399112
38101,Ward County,-0.3780397
38103,Wells County,-1.847366
38105,Williams County,-1.156483
39000,Ohio,0.8504633
39001,Adams County,0.9177147
39003,Allen County,-0.0713126
39005,Ashland County,-0.0298282
39007,Ashtabula County,-0.4205698
39009,Athens County,0.4545668
39011,Auglaize County,-0.0311915
39013,Belmont County,-0.7362172
39015,Brown County,0.9446995
39017,Butler County,0.2903133
39019,Carroll County,0.4048666
39021,Champaign County,-0.9317925
39023,Clark County,0.094285
39025,Clermont County,-0.2206754
39027,Clinton County,0.6735587
39029,Columbiana County,-0.069901
39031,Coshocton County,0.6418668
39033,Crawford County,-0.1181481
39035,Cuyahoga County,1.340721
39037,Darke County,-0.6727748
39039,Defiance County,0.1248772
39041,Delaware County,1.112499
39043,Erie County,-0.699226
39045,Fairfield County,-0.9415966
39047,Fayette County,-0.9916787
39049,Franklin County,1.234073
39051,Fulton County,-0.6285374
39053,Gallia County,0.5018598
39055,Geauga County,-0.1047071
39057,Greene County,1.359633
39059,Guernsey County,0.1412918
39061,Hamilton County,1.226418
39063,Hancock County,0.2777578
39065,Hardin County,0.6583952
39067,Harrison County,1.597713
39069,Henry County,-1.487432
39071,Highland County,-0.826589
39073,Hocking County,0.7670281
39075,Holmes County,-1.414426
39077,Huron County,-0.5040581
39079,Jackson County,0.2413871
39081,Jefferson County,0.1574671
39083,Knox County,-0.7206973
39085,Lake County,0.0120785
39087,Lawrence County,0.0316189
39089,Licking County,0.3909966
39091,Logan County,-1.8861
39093,Lorain County,0.092541
39095,Lucas County,0.7105027
39097,Madison County,-1.47957
39099,Mahoning County,0.3578807
39101,Marion County,-0.7787665
39103,Medina County,-0.1605433
39105,Meigs County,0.2948133
39107,Mercer County,-0.7296687
39109,Miami County,-0.5864631
39111,Monroe County,0.0823113
39113,Montgomery County,1.06565
39115,Morgan County,-0.7554042
39117,Morrow County,1.064255
39119,Muskingum County,-0.173379
39121,Noble County,-0.1545872
39123,Ottawa County,-0.768718
39125,Paulding County,-1.580644
39127,Perry County,1.252432
39129,Pickaway County,-0.9376509
39131,Pike County,0.9846624
39133,Portage County,-0.0196519
39135,Preble County,-0.8746852
39137,Putnam County,-1.16383
39139,Richland County,0.2531373
39141,Ross County,-0.2859379
39143,Sandusky County,-0.2044936
39145,Scioto County,0.2188633
39147,Seneca County,-0.8103328
39149,Shelby County,-0.857488
39151,Stark County,0.5674732
39153,Summit County,1.026396
39155,Trumbull County,0.2432549
39157,Tuscarawas County,-0.8380526
39159,Union County,-0.8458736
39161,Van Wert County,-0.6820729
39163,Vinton County,3.131063
39165,Warren County,0.8433753
39167,Washington County,-0.3563929
39169,Wayne County,-0.4676629
39171,Williams County,-0.4119499
39173,Wood County,-0.5791731
39175,Wyandot County,-0.4137086
40000,Oklahoma,0.6217622
40001,Adair County,-0.8652801
40003,Alfalfa County,1.966208
40005,Atoka County,0.1645585
40007,Beaver County,-2.816472
40009,Beckham County,-0.8861846
40011,Blaine County,-0.4841432
40013,Bryan County,1.257151
40015,Caddo County,-0.5727186
40017,Canadian County,-0.0071005
40019,Carter County,-0.4056426
40021,Cherokee County,0.5957406
40023,Choctaw County,2.517017
40025,Cimarron County,-1.718186
40027,Cleveland County,0.3524664
40029,Coal County,1.608206
40031,Comanche County,0.8246637
40033,Cotton County,1.639228
40035,Craig County,0.4516353
40037,Creek County,0.005118
40039,Custer County,-0.4151266
40041,Delaware County,-0.101911
40043,Dewey County,-2.024826
40045,Ellis County,-0.5668872
40047,Garfield County,-0.4377077
40049,Garvin County,-0.0176276
40051,Grady County,-0.7655112
40053,Grant County,0.232031
40055,Greer County,-2.337974
40057,Harmon County,-0.2375744
40059,Harper County,-0.1479292
40061,Haskell County,0.7876878
40063,Hughes County,-1.013769
40065,Jackson County,-0.9378394
40067,Jefferson County,-1.44647
40069,Johnston County,-0.9469092
40071,Kay County,0.1479606
40073,Kingfisher County,-1.132417
40075,Kiowa County,-1.255482
40077,Latimer County,0.7557375
40079,Le Flore County,-0.4750789
40081,Lincoln County,-0.6922175
40083,Logan County,-0.466039
40085,Love County,-0.0491691
40087,McClain County,0.0091223
40089,McCurtain County,0.4438547
40091,McIntosh County,-0.7210381
40093,Major County,-1.192399
40095,Marshall County,-1.847301
40097,Mayes County,0.1514379
40099,Murray County,0.1308943
40101,Muskogee County,0.0838088
40103,Noble County,1.200539
40105,Nowata County,1.601332
40107,Okfuskee County,-1.400848
40109,Oklahoma County,0.8272668
40111,Okmulgee County,0.8399296
40113,Osage County,0.895198
40115,Ottawa County,0.5138761
40117,Pawnee County,-0.7174527
40119,Payne County,-0.6195803
40121,Pittsburg County,0.1039242
40123,Pontotoc County,0.0960817
40125,Pottawatomie County,0.2774415
40127,Pushmataha County,2.405175
40129,Roger Mills County,-0.893559
40131,Rogers County,-0.3172155
40133,Seminole County,-1.478234
40135,Sequoyah County,1.333185
40137,Stephens County,-0.9150488
40139,Texas County,-1.031034
40141,Tillman County,-1.650655
40143,Tulsa County,0.8560282
40145,Wagoner County,-1.363339
40147,Washington County,-0.6278032
40149,Washita County,-1.034273
40151,Woods County,1.255343
40153,Woodward County,-0.6303738
41000,Oregon,0.7985942
41001,Baker County,0.5350417
41003,Benton County,0.6086581
41005,Clackamas County,0.4997732
41007,Clatsop County,-0.9614145
41009,Columbia County,-0.5014123
41011,Coos County,-0.0573208
41013,Crook County,-0.6515591
41015,Curry County,-0.2421414
41017,Deschutes County,0.3982899
41019,Douglas County,0.098389
41021,Gilliam County,-0.6009915
41023,Grant County,0.1395288
41025,Harney County,0.7559447
41027,Hood River County,-0.2374581
41029,Jackson County,0.4378672
41031,Jefferson County,-0.6984327
41033,Josephine County,0.5559232
41035,Klamath County,0.6360817
41037,Lake County,-1.232278
41039,Lane County,0.5323278
41041,Lincoln County,-0.7665588
41043,Linn County,-0.8848737
41045,Malheur County,0.2033824
41047,Marion County,0.1734116
41049,Morrow County,-1.859741
41051,Multnomah County,1.144811
41053,Polk County,0.243064
41055,Sherman County,0.9127235
41057,Tillamook County,-1.063597
41059,Umatilla County,-0.6897933
41061,Union County,0.5946382
41063,Wallowa County,-0.1905513
41065,Wasco County,0.2124495
41067,Washington County,1.091515
41069,Wheeler County,2.732815
41071,Yamhill County,-0.4976713
42000,Pennsylvania,1.014222
42001,Adams County,-0.5814728
42003,Allegheny County,1.611413
42005,Armstrong County,0.1724817
42007,Beaver County,0.233964
42009,Bedford County,-0.6908658
42011,Berks County,0.5688583
42013,Blair County,0.2506059
42015,Bradford County,0.3704258
42017,Bucks County,0.5256001
42019,Butler County,0.6061382
42021,Cambria County,1.088309
42023,Cameron County,-1.950007
42025,Carbon County,-0.0601339
42027,Centre County,0.4581819
42029,Chester County,1.526151
42031,Clarion County,0.169894
42033,Clearfield County,0.6660457
42035,Clinton County,-1.445093
42037,Columbia County,0.0627512
42039,Crawford County,-0.2263685
42041,Cumberland County,0.7229108
42043,Dauphin County,1.142798
42045,Delaware County,1.293192
42047,Elk County,-0.2871073
42049,Erie County,0.1112124
42051,Fayette County,0.2347537
42053,Forest County,1.060222
42055,Franklin County,-0.8302689
42057,Fulton County,0.2052083
42059,Greene County,-0.7425004
42061,Huntingdon County,0.4374221
42063,Indiana County,0.5877873
42065,Jefferson County,-0.2282963
42067,Juniata County,-1.075851
42069,Lackawanna County,0.9083721
42071,Lancaster County,0.2194612
42073,Lawrence County,0.0810467
42075,Lebanon County,-0.872704
42077,Lehigh County,0.413768
42079,Luzerne County,0.1755604
42081,Lycoming County,0.4239298
42083,McKean County,0.3531668
42085,Mercer County,0.367701
42087,Mifflin County,0.3202614
42089,Monroe County,-0.0587725
42091,Montgomery County,1.338197
42093,Montour County,0.4108782
42095,Northampton County,0.1648864
42097,Northumberland County,0.4261402
42099,Perry County,0.5022238
42101,Philadelphia County,1.808488
42103,Pike County,0.9062269
42105,Potter County,-0.6398677
42107,Schuylkill County,-0.7710122
42109,Snyder County,-0.1832096
42111,Somerset County,-0.4198339
42113,Sullivan County,-0.4957607
42115,Susquehanna County,-0.7496099
42117,Tioga County,0.3273668
42119,Union County,-0.1428908
42121,Venango County,0.0463452
42123,Warren County,1.033259
42125,Washington County,0.4877195
42127,Wayne County,-0.1355125
42129,Westmoreland County,0.2445782
42131,Wyoming County,-0.2230278
42133,York County,0.1986578
44000,Rhode Island,1.003802
44001,Bristol County,-0.7052448
44003,Kent County,0.746397
44005,Newport County,0.3848138
44007,Providence County,1.247682
44009,Washington County,-0.1814999
45000,South Carolina,0.1655533
45001,Abbeville County,-1.961834
45003,Aiken County,-0.5720842
45005,Allendale County,-0.8485224
45007,Anderson County,-0.1946463
45009,Bamberg County,-0.4357174
45011,Barnwell County,0.4329483
45013,Beaufort County,-0.3123442
45015,Berkeley County,0.1486924
45017,Calhoun County,-0.8739296
45019,Charleston County,0.4847376
45021,Cherokee County,-1.445685
45023,Chester County,-0.5701052
45025,Chesterfield County,-0.3946114
45027,Clarendon County,1.459808
45029,Colleton County,-0.7416608
45031,Darlington County,-0.565726
45033,Dillon County,1.573308
45035,Dorchester County,-0.7425992
45037,Edgefield County,-2.039132
45039,Fairfield County,0.3295562
45041,Florence County,0.3580071
45043,Georgetown County,-0.0349092
45045,Greenville County,0.6773237
45047,Greenwood County,0.0349221
45049,Hampton County,-1.954828
45051,Horry County,-0.7732931
45053,Jasper County,-1.362022
45055,Kershaw County,-0.6023132
45057,Lancaster County,0.5196056
45059,Laurens County,-0.8276108
45061,Lee County,2.298355
45063,Lexington County,0.1685179
45065,McCormick County,-0.149614
45067,Marion County,-0.4378612
45069,Marlboro County,0.8844097
45071,Newberry County,-1.199231
45073,Oconee County,-0.1656064
45075,Orangeburg County,-0.9220191
45077,Pickens County,-1.178431
45079,Richland County,1.444134
45081,Saluda County,-0.5957395
45083,Spartanburg County,-0.0432723
45085,Sumter County,-0.1658585
45087,Union County,-1.277904
45089,Williamsburg County,-0.6259652
45091,York County,0.264338
46000,South Dakota,0.6622179
46003,Aurora County,-0.9806166
46005,Beadle County,0.639177
46007,Bennett County,-0.1666339
46009,Bon Homme County,1.614418
46011,Brookings County,-0.7171746
46013,Brown County,-0.3440049
46015,Brule County,-1.486089
46017,Buffalo County,3.878875
46019,Butte County,-1.465919
46021,Campbell County,3.443318
46023,Charles Mix County,1.409887
46025,Clark County,-1.790026
46027,Clay County,-1.32734
46029,Codington County,-0.3091182
46031,Corson County,3.281456
46033,Custer County,-1.015143
46035,Davison County,-0.0050786
46037,Day County,0.3487222
46039,Deuel County,-2.884251
46041,Dewey County,2.505228
46043,Douglas County,-1.887026
46045,Edmunds County,-1.7571
46047,Fall River County,1.45905
46049,Faulk County,-2.147847
46051,Grant County,-1.778452
46053,Gregory County,1.095431
46055,Haakon County,-1.429157
46057,Hamlin County,-2.273774
46059,Hand County,1.475255
46061,Hanson County,-1.589841
46063,Harding County,-2.876394
46065,Hughes County,0.3797393
46067,Hutchinson County,-0.5882881
46069,Hyde County,-3.617044
46071,Jackson County,-0.6775503
46073,Jerauld County,-2.007543
46075,Jones County,-2.188529
46077,Kingsbury County,0.1859654
46079,Lake County,0.0881337
46081,Lawrence County,-1.1246
46083,Lincoln County,0.2083292
46085,Lyman County,-1.284781
46087,McCook County,1.72468
46089,McPherson County,3.723132
46091,Marshall County,-1.194381
46093,Meade County,-0.4872876
46095,Mellette County,-3.617044
46097,Miner County,-1.913835
46099,Minnehaha County,0.7973887
46101,Moody County,1.018915
46102,Oglala Lakota County,3.473708
46103,Pennington County,0.4782909
46105,Perkins County,1.340486
46107,Potter County,-1.606064
46109,Roberts County,-0.506802
46111,Sanborn County,-2.546155
46115,Spink County,-1.327747
46117,Stanley County,-2.141114
46119,Sully County,-2.231601
46121,Todd County,1.017336
46123,Tripp County,-0.578587
46125,Turner County,0.7296827
46127,Union County,2.245622
46129,Walworth County,1.992438
46135,Yankton County,0.0944421
46137,Ziebach County,-3.617044
47000,Tennessee,0.5869446
47001,Anderson County,0.5916048
47003,Bedford County,-0.42949
47005,Benton County,2.030082
47007,Bledsoe County,1.495543
47009,Blount County,0.3890598
47011,Bradley County,-0.9138545
47013,Campbell County,-0.388316
47015,Cannon County,-0.8865994
47017,Carroll County,0.8720552
47019,Carter County,-0.8341564
47021,Cheatham County,-1.513337
47023,Chester County,-1.149538
47025,Claiborne County,0.648717
47027,Clay County,-0.1955919
47029,Cocke County,-1.334091
47031,Coffee County,0.5613348
47033,Crockett County,2.122154
47035,Cumberland County,-1.012955
47037,Davidson County,1.07002
47039,Decatur County,-1.980211
47041,DeKalb County,-1.343649
47043,Dickson County,-0.7156496
47045,Dyer County,0.1775905
47047,Fayette County,-1.827412
47049,Fentress County,-1.061499
47051,Franklin County,-0.5800034
47053,Gibson County,-0.6985984
47055,Giles County,-1.030336
47057,Grainger County,-2.233812
47059,Greene County,-0.6109199
47061,Grundy County,-2.678568
47063,Hamblen County,0.8212042
47065,Hamilton County,0.5109068
47067,Hancock County,-0.1002873
47069,Hardeman County,-1.260172
47071,Hardin County,-0.5869515
47073,Hawkins County,-1.04317
47075,Haywood County,-0.2108276
47077,Henderson County,-1.193819
47079,Henry County,-0.3849095
47081,Hickman County,-1.006732
47083,Houston County,-2.619957
47085,Humphreys County,-1.2464
47087,Jackson County,-2.479993
47089,Jefferson County,-0.1122085
47091,Johnson County,0.5142674
47093,Knox County,0.4818088
47095,Lake County,3.41257
47097,Lauderdale County,0.110086
47099,Lawrence County,-0.8675171
47101,Lewis County,-1.519243
47103,Lincoln County,-1.22064
47105,Loudon County,-1.210605
47107,McMinn County,0.7812772
47109,McNairy County,-0.9824595
47111,Macon County,-1.18198
47113,Madison County,0.1372329
47115,Marion County,-1.735806
47117,Marshall County,-1.066114
47119,Maury County,-0.4418382
47121,Meigs County,-1.645748
47123,Monroe County,-1.279622
47125,Montgomery County,-0.2585374
47127,Moore County,-5.311738
47129,Morgan County,0.8437705
47131,Obion County,-1.944851
47133,Overton County,-1.277384
47135,Perry County,-1.686223
47137,Pickett County,-2.384083
47139,Polk County,0.1114939
47141,Putnam County,-0.4416284
47143,Rhea County,0.4611219
47145,Roane County,0.5934154
47147,Robertson County,-0.2836701
47149,Rutherford County,-0.3934317
47151,Scott County,-0.5604553
47153,Sequatchie County,0.678793
47155,Sevier County,-1.249491
47157,Shelby County,0.3935514
47159,Smith County,-0.8680946
47161,Stewart County,-0.08983820000000001
47163,Sullivan County,-0.0264851
47165,Sumner County,-0.1794027
47167,Tipton County,-1.375892
47169,Trousdale County,-0.0323057
47171,Unicoi County,-1.320657
47173,Union County,-1.431242
47175,Van Buren County,-3.700181
47177,Warren County,-0.2088258
47179,Washington County,1.100467
47181,Wayne County,-1.882275
47183,Weakley County,-0.9423134
47185,White County,-1.105908
47187,Williamson County,2.10552
47189,Wilson County,-1.098362
48000,Texas,0.9305078
48001,Anderson County,0.642172
48003,Andrews County,-1.656812
48005,Angelina County,0.7907779
48007,Aransas County,-1.122763
48009,Archer County,-1.361169
48011,Armstrong County,-3.617044
48013,Atascosa County,-1.058314
48015,Austin County,0.5355253
48017,Bailey County,0.8957006
48019,Bandera County,-1.145082
48021,Bastrop County,0.1017425
48023,Baylor County,-0.2415603
48025,Bee County,1.048512
48027,Bell County,0.6556122
48029,Bexar County,1.122901
48031,Blanco County,-1.270993
48033,Borden County,3.731262
48035,Bosque County,1.405431
48037,Bowie County,-0.1442739
48039,Brazoria County,-0.7372449
48041,Brazos County,-0.0992515
48043,Brewster County,-0.3406737
48045,Briscoe County,-5.825411
48047,Brooks County,-2.181498
48049,Brown County,-0.4161548
48051,Burleson County,0.1825812
48053,Burnet County,-0.6893927
48055,Caldwell County,-1.057007
48057,Calhoun County,-1.158957
48059,Callahan County,0.7611859
48061,Cameron County,1.373549
48063,Camp County,-1.609455
48065,Carson County,1.16946
48067,Cass County,-0.2231476
48069,Castro County,-1.357999
48071,Chambers County,1.02492
48073,Cherokee County,-1.134532
48075,Childress County,0.5421484
48077,Clay County,3.944158
48079,Cochran County,-5.770201
48081,Coke County,-1.652688
48083,Coleman County,2.331412
48085,Collin County,1.795349
48087,Collingsworth County,-4.141129
48089,Colorado County,-1.202655
48091,Comal County,-0.4363117
48093,Comanche County,-0.9450577
48095,Concho County,-1.261135
48097,Cooke County,-1.170392
48099,Coryell County,1.126136
48101,Cottle County,-1.782756
48103,Crane County,-0.1018064
48105,Crockett County,0.5253447
48107,Crosby County,1.067992
48109,Culberson County,-1.237056
48111,Dallam County,-0.9464759
48113,Dallas County,1.262944
48115,Dawson County,-0.3930527
48117,Deaf Smith County,-1.362405
48119,Delta County,-0.4404368
48121,Denton County,0.5666643
48123,DeWitt County,0.0235548
48125,Dickens County,-1.773952
48127,Dimmit County,-0.7301441
48129,Donley County,4.085169
48131,Duval County,0.0052076
48133,Eastland County,0.3545496
48135,Ector County,-1.25355
48137,Edwards County,-3.251215
48139,Ellis County,-1.106272
48141,El Paso County,0.9226454
48143,Erath County,-0.9919056
48145,Falls County,-0.9774066
48147,Fannin County,-0.3474559
48149,Fayette County,-0.8521012
48151,Fisher County,-3.82528
48153,Floyd County,-3.466813
48155,Foard County,-4.629002
48157,Fort Bend County,0.5640374
48159,Franklin County,0.8620445
48161,Freestone County,1.210833
48163,Frio County,-1.612371
48165,Gaines County,-2.381088
48167,Galveston County,-0.8324716
48169,Garza County,-2.248509
48171,Gillespie County,-1.006205
48173,Glasscock County,-3.617044
48175,Goliad County,-1.272607
48177,Gonzales County,-0.9261335
48179,Gray County,-0.2410875
48181,Grayson County,0.5335124
48183,Gregg County,-0.2176883
48185,Grimes County,-1.06001
48187,Guadalupe County,-0.6641529
48189,Hale County,-1.729905
48191,Hall County,-4.476288
48193,Hamilton County,-0.6095258
48195,Hansford County,-2.263357
48197,Hardeman County,-1.584555
48199,Hardin County,1.093746
48201,Harris County,0.8219143
48203,Harrison County,-1.09564
48205,Hartley County,-3.011671
48207,Haskell County,0.5183436
48209,Hays County,0.0546891
48211,Hemphill County,-0.5796733
48213,Henderson County,0.4056041
48215,Hidalgo County,1.554175
48217,Hill County,0.7530844
48219,Hockley County,-1.459677
48221,Hood County,-0.8141049
48223,Hopkins County,-0.9533337
48225,Houston County,0.06879
48227,Howard County,-0.1340432
48229,Hudspeth County,-1.264612
48231,Hunt County,-0.352959
48233,Hutchinson County,1.21221
48235,Irion County,-0.4474474
48237,Jack County,-1.64799
48239,Jackson County,0.7021161
48241,Jasper County,-0.0030444
48243,Jeff Davis County,-2.118613
48245,Jefferson County,-0.260162
48247,Jim Hogg County,-1.260232
48249,Jim Wells County,-0.5150102
48251,Johnson County,-1.073394
48253,Jones County,1.702365
48255,Karnes County,-0.2933596
48257,Kaufman County,0.1561368
48259,Kendall County,0.0169391
48261,Kenedy County,-3.617044
48263,Kent County,-3.617044
48265,Kerr County,-0.3709795
48267,Kimble County,-1.922593
48269,King County,-3.617044
48271,Kinney County,-3.239601
48273,Kleberg County,-0.0054646
48275,Knox County,-2.55249
48277,Lamar County,0.0957716
48279,Lamb County,-1.115027
48281,Lampasas County,-1.729862
48283,La Salle County,-1.252642
48285,Lavaca County,-1.68948
48287,Lee County,-0.8699683
48289,Leon County,0.7740049
48291,Liberty County,0.4370041
48293,Limestone County,-0.5310825
48295,Lipscomb County,-0.8384625
48297,Live Oak County,-1.126659
48299,Llano County,-1.458562
48301,Loving County,0.3938733
48303,Lubbock County,0.2979511
48305,Lynn County,-0.9917442
48307,McCulloch County,0.9930969
48309,McLennan County,0.3252997
48311,McMullen County,-3.617044
48313,Madison County,-0.0968073
48315,Marion County,-2.385643
48317,Martin County,-3.180379
48319,Mason County,-0.7859548
48321,Matagorda County,-0.8897874
48323,Maverick County,0.8657333
48325,Medina County,1.663934
48327,Menard County,-3.617044
48329,Midland County,-0.7054741
48331,Milam County,-0.9312989
48333,Mills County,-0.523145
48335,Mitchell County,-1.261036
48337,Montague County,-0.9892496
48339,Montgomery County,0.1987716
48341,Moore County,-0.3766588
48343,Morris County,1.891309
48345,Motley County,-5.181736
48347,Nacogdoches County,-0.9042558
48349,Navarro County,0.5413851
48351,Newton County,-0.2815219
48353,Nolan County,-0.3199641
48355,Nueces County,0.3865028
48357,Ochiltree County,-1.549757
